"_airbyte_raw_id","_airbyte_extracted_at","_airbyte_meta","_airbyte_generation_id","cantidad","cliente","estado_factura","factura","fecha","mes","precio_unitario","referencia_banco","talla","total"
"7766bc6b-2de3-4ff6-8539-10613249feb8",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"60","Elizos y Algas","paga ","1362","12/01/2023","enero","₡960,00","406403765BAC","","₡57.600,00"
"c96a164b-1b5e-4f93-be29-53b77d4bd8fb",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Jardines ","paga","1363","12/01/2023","enero","₡1.017,00","66640088bac","8CM","₡101.700,00"
"350c6700-b9e4-40f2-9d1a-9ddb5b4d32de",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"110","Saenz","paga ","1364","13/01/2023","enero","₡904,00","406407372BAc","7CM","₡99.440,00"
"3bbd220b-ec43-48fa-9c9e-ac51213f33be",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"325","Jardines ","paga","1365","18/01/2023","enero","₡1.017,00","666406268bac","8CM","₡330.525,00"
"b06bd687-6fde-4281-b42f-bb021f70484e",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","ANULADA","","1366","","enero","","","","₡0,00"
"d1be556b-0ab7-4e25-8314-d5b039eec2a9",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"110","Saenz","paga ","1367","18/01/2023","enero","₡904,00","406408052BAC ","7CM","₡99.440,00"
"89f4e2d2-ec02-4a43-8fab-1cc4e2772ddb",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"205","Coco Beer ","paga ","1368","18/01/2023","enero","₡750,00","13198379bn","","₡153.750,00"
"29ddcabd-368c-4efe-aa59-95ff3e9c52da",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"16","Coco Beer ","paga ","1368","18/01/2023","enero","₡750,00","","","₡12.000,00"
"7e91b944-1856-4530-8783-d67591d48dac",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"250","Calimardo ","paga ","1369","18/01/2023","enero","₡904,00","406404748bac","8cm","₡226.000,00"
"cc776212-9246-445c-8c7d-8cec0dda8a22",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"400","Maraki Family Itda","paga ","1370","18/01/2023","enero","₡904,00","7121069BAC ","7cm","₡361.600,00"
"d7c25635-88dd-49ec-b300-2396491c99ba",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","adomicili","paga","sin refenc","enero","enero","₡500,00","","6,5","₡50.000,00"
"43c8ac29-92a2-44cf-aac0-8388f9ca8f9d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"832","adomicili","paga","sin refenc","enero","enero","₡800,00","","₡7,00","₡665.600,00"
"21a1ddac-ba11-412f-803b-eca1461604e8",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"40","adomicili","paga","sin refenc","enero","enero","₡1.090,00","","₡9,00","₡43.600,00"
"3b77c7ee-0fb8-4d00-996f-fbe585a4378c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"240","adomicili","paga","sin refenc","enero","enero","₡1.350,00","","₡10,00","₡324.000,00"
"cbc2370b-d8fe-444c-aa13-8c8bcd09240c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","la cascada de escazu ","paga ","1371","18/01/2023","enero","₡1.017,00","","8cm","₡30.510,00"
"91195e88-4dbc-4a4e-9db9-bdfb7da6f02d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"200","3-101-73","paga","1372","19/01/2023","enero","₡1.130,00","7621918bac","9CM","₡226.000,00"
"eb474c1c-5f09-4dfe-88a1-4f2849659639",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Calimardo ","paga ","1373","19/01/2023","enero","₡904,00","406404748bac","8cm","₡90.400,00"
"78e26872-7500-493c-bd38-268ba4f99d93",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Calimardo ","paga ","1373","19/01/2023","enero","₡791,00","406404748bac","7cm","₡79.100,00"
"590d75df-2e92-46e9-b1d3-25f1e542ca51",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","Jardines ","paga","1374","20/01/2023","enero","15KG","666406268bac","CAMARONES","₡339.000,00"
"1f2ab73f-9b4d-41d0-90aa-dbff05173e5b",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"105","HLK SA ","paga","1375","20/01/2023","enero","₡678,00","406407966bac ","6.5CM","₡71.190,00"
"b3bf9c54-cc55-4e4f-b2cc-e3563ea6aee5",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"430","Calimardo ","paga ","1376","20/01/2023","enero","₡904,00","406405511bac","8CM","₡388.720,00"
"9dddc99f-5300-4b29-8c6c-dfe64dad6231",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"22","Esquina Inka","paga ","1377","23/01/0201","enero","₡1.017,00","","8CM","₡22.374,00"
"deee97c3-81a1-4218-ac1b-d3435f641f8d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"40","READY PIZZA","paga","1378","23/01/2023","enero","₡1.567,00","","","₡62.680,00"
"51b5f8c7-cd37-4529-a6ba-40f2cdbd3d47",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"153","Jardines ","paga","1379","25/01/2023","enero","₡1.017,00","666406268bac","8CM","₡155.601,00"
"c247c82e-e780-4af2-b03c-cca067f0ff8a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"155","3-101-73","paga","1380","26/01/2023","enero","₡1.130,00","7639166bac","10CM","₡175.150,00"
"22f6a07f-e29b-4827-968f-6301585256db",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","la cascada de escazu ","paga ","1381","27/01/2023","enero","₡1.017,00","666401598bac","8cm","₡30.510,00"
"a97eb97d-e379-4b20-80d8-af337057ef16",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"88","The tree house SRLA","paga","1382","27/01/2023","enero","₡1.017,00","406402468bac","8CM","₡89.496,00"
"71ca4990-d0ec-4a11-b2a9-2696fc1ffbfe",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","The tree house SRLA","paga","1382","27/01/2023","enero","₡1.017,00","406402468bac","8CM","₡30.510,00"
"7551434e-88ba-4e83-83aa-32a20b154179",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","Krazy Kinkajou","paga ","1383","27/01/2023","enero","1KG","71760886bac","CAMARON","₡16.385,00"
"6bbaa935-324c-4b6d-81a9-d7df038e34f9",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"72","Krazy Kinkajou","paga ","1383","27/01/2023","enero","₡904,00","970453404bac","7cm","₡65.088,00"
"af714796-3dde-4222-b207-848d41e43cfe",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Saenz","paga ","1384","27/01/2023","enero","₡904,00","970453404bac","7cm","₡90.400,00"
"f5950576-5ab8-4ef0-bbbe-aade19e995ec",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"50","HLK SA ","paga ","1385","27/01/2023","enero","₡678,00","406406054bac","₡6,50","₡33.900,00"
"2d67c09c-d527-4844-abd1-801a18a741e1",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"150","Coco Beer ","paga ","1386","27/01/2023","enero","₡750,00","19503525bn","6CM","₡112.500,00"
"815b26ae-e7cf-4f93-81c6-a1734d98c28b",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"18","Coco Beer ","paga ","1386","27/01/2023","enero","₡750,00","19503525bn","6CM","₡13.500,00"
"2a527dfd-a9e3-4a99-a6c3-5a3fe3fdfecc",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"204","Sendero Restaurant Limitada","paga ","1387","27/01/2023","enero","₡904,00","406403429bac","7CM","₡184.416,00"
"b527483f-4ad5-4a7e-a56c-fb1ec4e644ae",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"400","Maraki Family Itda","paga ","1388","27/01/2023","enero","₡904,00","2504615bac","7CM","₡361.600,00"
"f10af1bc-1306-4cb4-ad2c-80d9cd641712",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"62","Calimardo ","paga ","1389","27/01/2023","enero","₡904,00","406404748bac","8CM","₡56.048,00"
"41014ede-420a-455e-aa83-5ae4def140e4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"150","Jardines ","paga","1390","27/01/2023","enero","₡1.017,00","","8CM","₡152.550,00"
"1ff373bf-0c9b-487a-9f36-e26145fbb42f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","","₡0,00"
"9c944677-1022-4459-90fb-7d1be7bbe5ba",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","","₡0,00"
"7e685efd-9f23-453a-bc6a-0ebdfc0961b1",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","","₡0,00"
"dd1a7410-4ee2-453d-a6c6-d647660e9920",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","","₡0,00"
"45ed78e0-616c-4409-9a3f-2c731e051526",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","","₡0,00"
"fec7a9b4-b34c-4d20-a730-06c58214aa3f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","","₡0,00"
"386f2ddb-734b-46ff-8ad1-65ccae8bb03d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","enero","","","",""
"7f5151ac-cdcb-4f4f-9db9-d7a9a310e0db",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Saenz SRL","paga","1391","01/02/23","Febrero","₡904,00","406405899bac","7CM","₡90.400,00"
"e7445adf-9676-4d21-8c0f-0b4faadb5b8c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"430","Calimardo de puntarenas ","paga ","1392","1/02/2023","Febrero","₡904,00","406405511bac","8cm","₡388.720,00"
"bdc42134-b2f8-4d34-bc1d-9e6349a6748c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"300","maraki family itda ","paga ","1393","2/02/2023","febrero","₡904,00","167212336bac","7cm","₡271.200,00"
"7d288295-b122-4313-a65d-545fa0acf53e",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"200","Hacienda Alta gracia ","paga ","1394","2/02/2023","febrero","₡904,00","666404176BAC","7CM","₡180.800,00"
"16d0ad9f-dd75-44c8-acbd-34c66cbbc3bd",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Sendero Restaurnt Limitada ","paga ","1395","2/02/2023","febrero","₡904,00","406404224bac","7cm","₡90.400,00"
"46432ad7-21e7-4639-9146-570383d3adcb",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","Le bistrot paris","paga","1396","2/02/2023","febrero","₡678,00","406408837bac","6.5cm","₡20.340,00"
"e4598bdc-5a95-4e97-a0c3-0bda24aa4383",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","Le bistrot paris","paga","1396","2/02/2023","febrero","₡904,00","406408837bac","7cm","₡27.120,00"
"d9a96c6d-6025-4185-a695-c852b63ad932",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"44","Le bistrot paris","paga","1396","2/02/2023","febrero","₡1.017,00","406408837bac","8cm","₡44.748,00"
"c8f1a728-fd0f-4354-b5ba-f132b1a94b6c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"50","Jardines ","paga ","1397","3/02/2023","febrero","₡1.017,00","666405717bac","8cm","₡50.850,00"
"70141d95-cb48-42c6-935d-b0290819ee6c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"36","La cascada de escazu","paga ","1398","3/02/2023","febrero","₡1.017,00","666404244ban","8cm","₡36.612,00"
"4e53475b-1c45-4610-8650-42fd06d144e7",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"60","Saenz SRL","paga","1399","3/02/2023","febrero","₡904,00","406405899bac","7cm","₡54.240,00"
"a8139526-4fe5-4900-8fe6-31492bd63785",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","3-10-73","paga","1400","4/02/2023","febrero","₡1.130,00","7667487bac","10cm","₡113.000,00"
"5cd2f946-21ae-4981-a0c5-5f32603d6482",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"153","Coco Beer","paga","1401","6/02/2023","febrero","₡750,00","19371210bn","","₡114.750,00"
"4bccd9fc-4890-4475-beae-4c4fb25e64ad",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"3","Coco Beer","paga","1401","6/02/2023","febrero","₡750,00","19371210bn","","₡2.250,00"
"7ea8111e-682b-467b-a766-6e6e73199215",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","ANULADA","","1402","","febrero","","","","₡0,00"
"cf1b5856-4ad7-46b6-9b40-8b3391597874",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"300","La marque pirate Limitado ","paga","1403","6/02/2003","febrero","₡1.073,00","","8cm","₡321.900,00"
"5d1b0766-c71c-4c01-a196-0b7f1a9c9ba6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"48","The tree house SRLDA","paga","1404","6/02/2023","febrero","₡1.017,00","406402962BAC ","8cm","₡48.816,00"
"d8e2fb1e-04ae-477d-b7ea-5dd8677ea478",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"68","Jardines ","paga","1405","8/02/2023","febrero","₡904,00","","7cm","₡61.472,00"
"ac5ac64a-df3b-4881-8aef-bdbea738370f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"98","HJK Gourmet SA","paga ","1406","8/02/2023","febrero","₡678,00","406409820bac","6.5cm","₡66.444,00"
"77daea29-f153-4938-8bc5-ea915125c96e",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"24","la cascada de escazu","paga ","1407","8/02/2023","febrero","₡1.017,00","666406913bac","8cm","₡24.408,00"
"dcf00230-6a9e-4d01-acd5-54973b720414",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"20","esquina Inka","paga","1408","8/02/2023","febrero","₡1.017,00","406406056bac","8cm","₡20.340,00"
"ebe1c071-caff-45a8-b10f-96160b0ea3ee",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Saenz SRL","paga","1409","8/02/2023","febrero","₡904,00","406408701bac","7cm","₡90.400,00"
"909f3dc4-2c50-4016-877f-1737dc49ead4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"320","Calimardo ","paga ","1410","9/02/2023","febrero","₡904,00","406402915bn","8cm","₡289.280,00"
"49aa45ae-12a4-4529-911d-c7e1e4a690d0",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"166","Coco Beer","paga","1411","9/02/2023","febrero","₡750,00","12144752bn","6.5cm","₡124.500,00"
"2524e425-6c68-4d13-97b1-f153fb23c48f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"300","Maraki Family Itda","paga ","1412","9/02/2023","febrero","₡904,00","3570477bac","7cm","₡271.200,00"
"3129b645-bcee-40f3-a1cc-5180a23d17c0",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Sendeero Restaurant Limitada","paga ","1413","9/02/2023","febrero","₡904,00","406404224bac","7cm","₡90.400,00"
"09ee05a3-5e69-4d0b-90a4-de37e3deaac2",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"60","Erizos y Algas","paga","1414","9/02/2023","febrero","₡960,00","406407072bac","7cm","₡57.600,00"
"3caee998-f639-4222-825a-d5be047d569c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","ANULADO","","1415","9/02/2023","febrero","","","","₡0,00"
"2d46bacf-6bd5-4581-b724-15cfa50598e9",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","ANULADO","","1416","","febrero","","","","₡0,00"
"a4a934ea-00e1-48d5-919d-f7c636746c9d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","Karazy Kinkajoy","paga","1417","11/02/2023","febrero","₡14.500,00","46739704 bac","1KG","₡16.385,00"
"7d13c24a-1a61-4d86-9682-d5744a224ff9",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"72","Karazy Kinkajoy","paga","1417","11/02/2023","febrero","₡904,00","46739704 bac","7CM","₡65.088,00"
"6928dc34-dc9f-4787-af39-30e65e1c05fa",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","ANULADA ","","1418","13/02/2023","febrero","","","","₡0,00"
"a10358e6-91af-488f-a08f-cae6314fe9bd",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"106","Saenz SRL","paga","1419","15/02/2023","febrero","₡904,00","406401004bac","7cm","₡95.824,00"
"60984285-0013-4c8c-b793-94490b4165c0",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"200","Operation Mangement of Tierra","paga","1420","15/02/2023","febrero","₡1.073,00","65880245bac","","₡214.600,00"
"c2d701a2-8795-4abe-903e-eef1b8f04b3c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"60","Vista Mar del Sol SA","paga","1421","15/02/2023","febrero","₡1.751,00","406400201 bac","11cm","₡105.060,00"
"4bf3ccb8-c4fc-46b2-be08-2d993d1c8124",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"203","Coco Beer","paga","1422","15/02/2023","febrero","₡750,00","19943978bn","","₡152.250,00"
"8929eb99-8bc5-48e1-9cc9-380c312be8a9",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"12","Coco Beer","paga","1422","15/02/2023","febrero","₡833,00","19943978bn","","₡9.996,00"
"1f51e79f-8b5c-4b53-9253-db76a9f830c8",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"160","Calimardo ","paga","1423","15/02/2023","febrero","₡904,00","406402915bn","7cm","₡144.640,00"
"54b9e6a5-38b6-451c-a405-0cd43bb23008",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"200","Hacienda Alta Gracia ","paga ","1424","15/02/2023","febrero","₡904,00","408969BAC","7cm","₡180.800,00"
"3a796f51-18a2-4609-ab3a-a7c7aefe1a2d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"400","Maraki Family Itda","paga ","1425","15/02/2023","febrero","₡904,00","377693 bac","7cm","₡361.600,00"
"e2838a87-135f-4b18-9393-d95c488b9140",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Jardines ","paga ","1426","17/02/2023","febrero","₡1.017,00","666400088bac","8cm","₡101.700,00"
"bd28c61a-22c6-4583-8fa8-1ed5d767c59c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","la cascada de escazu","paga ","1427","17/02/2023","febrero","₡1.017,00","bac","8cm","₡30.510,00"
"7c3227a3-5b0e-450b-a1d5-4f098690eba1",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"60","Iguana Hotel Holding Corporation","paga","1428","17/02/2023","febrero","₡960,00","666400864bac","8CM","₡57.600,00"
"f514f214-8171-4485-83ab-e8e0d7c9e6dc",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"67","Conserva SA ","paga ","1429","17/02/2023","febrero","₡904,00","406402426bac","7cm","₡60.568,00"
"d5342f5c-d247-4be1-9f8c-36d252256a0f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Calimardo ","paga ","1430","17/02/2023","febrero","₡904,00","406402915bn","8CM","₡90.400,00"
"9e4cc7b4-6f9c-447c-ace2-0699f71297f6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"1209","Calimardo ","paga ","1431","17/02/2023","febrero","₡904,00","406402320bac","8CM","₡1.092.936,00"
"46783de0-2683-4309-9e71-b078666bd40b",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"","ANULADA","","1432","17/02/2023","febrero","","","","₡0,00"
"35e4274b-c5e0-4874-89df-6629b2f4b70a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"56","Saenz SRL","paga","1433","22/02/2023","febrero","₡904,00","406402236bn","7cm","₡50.624,00"
"c9ef5ed4-4cd2-426f-907d-748fb7b53fbe",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"27","3-101-730","paga","1434","22/02/2023","febrero","₡1.130,00","7718034bac","9cm","₡30.510,00"
"9d692047-3c8f-41db-b59d-69f52726445e",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"24","La cascada de escazu","paga ","1435","22/02/2023","febrero","₡1.017,00","171698bac","8cm","₡24.408,00"
"5cf7ee0b-8a44-4f25-ba8a-0fed59df426d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"101","HJK Gourmet SA","paga ","1436","22/02/2023","febrero","₡678,00","406404158bac","6.5cm","₡68.478,00"
"61e2cb7f-9326-4bbb-93a1-2b5bb72a5120",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"40","Ready Pizza RP","paga ","1437","22/02/2023","febrero","₡1.567,00","406408270bac","","₡62.680,00"
"a113483a-17d7-4804-bd9f-2515be20cd40",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"360","Calimardo ","paga ","1438","23/02/2023","febrero","₡904,00","406400827bac","7cm","₡325.440,00"
"9f8a5755-eb83-4461-8d55-d1843baa69ff",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"400","Maraki Family Itda","paga ","1439","23/02/2023","febrero","₡904,00","14-4-23 fecha pago","7cm","₡361.600,00"
"12f51225-7932-4ac4-9043-f85f01a2c64a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","Le bistrot de Pars ","paga","1440","23/02/2023","febrero","₡678,00","406408951 bac","6,5cm","₡20.340,00"
"66e24e49-0586-4ea2-808a-443564f240b6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"30","Le bistrot de Pars ","paga","1440","23/02/2023","febrero","₡1.017,00","406408951 bac","8cm","₡30.510,00"
"dc413605-78cb-4f4d-870a-866d322ca0a4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"80","Sendeero Restaurant Limitada","paga ","1441","23/02/2023","febrero","₡904,00","406404224bac","7cm","₡72.320,00"
"84d08e81-dd68-47ed-851b-01c7725f1544",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"85","Saenz SRL","paga","1442","24/02/2023","febrero","₡904,00","406402236bn","7cm","₡76.840,00"
"43d0a312-b71c-48d8-bf4a-6856b8264a45",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"152","Coco Beer","paga","1443","25/02/2023","febrero","₡749,00","16225298bn","","₡113.848,00"
"ed9dd86e-02ca-4a58-9546-58d923899eec",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"17","Coco Beer","paga","1443","25/02/2023","febrero","₡751,00","16225298bn","","₡12.767,00"
"a48ca4d5-ff3f-446d-ad9d-cbea1ebabfcb",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"60","Iguana Hotel Holding Corporation","paga","1444","25/02/2023","febrero","₡960,00","666400864bac","","₡57.600,00"
"ac711d6f-9840-4374-9fed-11905c535bc7",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"100","Hacienda Alta Gracia ","paga ","1445","27/02/2023","febrero","₡904,00","408969BAC","7cm","₡90.400,00"
