"_airbyte_raw_id","_airbyte_extracted_at","_airbyte_meta","_airbyte_generation_id","cantidad_","concepto_","descripcion_","estado_factura","factura","fecha","fecha_de_pago","mes","monto_unitario","proveedor_","referencia_banco","total"
"f9508f07-17cf-41db-a73a-9f31309def32",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡155","ostras d","Ostras de 6.5cm ","paga","36","14-1-23","30/1/23","enero","₡395","Sindicato","90473879bn","₡61.225"
"2c00cb98-4ca0-4d31-9ed8-737712c6b037",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡803","ostras d","Ostras de 7Cm ","paga","36","14-1-23","30/1/23","enero","₡452","Sindicato","90473879bn","₡362.956"
"55afa7d8-75d0-4775-852f-d199468eb007",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡433","ostras d","Ostras de 8cm ","paga","36","14-1-23","7/2/23","enero","₡565","Sindicato","₡97.592.092","₡244.645"
"07d0e220-5bf3-434f-941f-46b7feebde37",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡205","ostras d","Ostras de 9cm ","paga","36","14-1-23","7/2/23","enero","₡678","Sindicato","₡97.592.092","₡138.990"
"beedb204-9ecd-4a01-8e4c-ad1a0e484ef4",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡405","ostras d","Ostras de 8cm ","paga","37","18-1-23","7/2/23","enero","₡565","Sindicato","₡97.592.092","₡228.825"
"1211904e-3462-41a1-9861-3093eab780ba",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡223","ostras d","Ostras de 9Cm ","paga","37","18-1-23","7/2/23","enero","₡678","Sindicato","₡97.592.092","₡151.194"
"54a09982-93c3-4cf6-9f62-a4b77cfffc12",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡105","ostras d","OSTRAS D E6,5","paga","38","26-1-23","7/2/23","enero","₡396","Sindicato","₡97.592.092","₡41.528"
"f4b9e3c2-e085-4a1f-bf99-84c6661cdda9",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡654","ostras d","OSTRAS DE 8cm ","paga","38","26-1-23","13/2/23","enero","₡565","Sindicato","93965074bn","₡369.510"
"971e776c-dbd0-40e4-a7a7-1c64c3f69b80",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡154","ostras d","OSTRAS DE 9Cm ","paga","38","26-1-23","13/2/23","enero","₡791","Sindicato","93965074bn","₡121.814"
"abbeb223-026b-4c59-99c1-1944f84d52f3",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡604","ostras d","Ostras de 7Cm ","paga","39","26-1-23","13/2/23","enero","₡452","Sindicato","93965074bn","₡273.008"
"b2c44501-974c-4adb-b9a6-b1c612a5e29d",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡255","ostras d","Ostras de 8Cm ","paga","39","26-1-23","13/2/23","enero","₡565","Sindicato","93965074bn","₡144.075"
"41a0442a-c3bc-47b9-9304-0079c285c5b0",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡155","ostras d","Ostras de 9Cm ","paga","39","26-1-23","13/2/23","enero","₡678","Sindicato","93965074bn","₡105.090"
"71d346c0-ff38-4449-b787-37d33678238d",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡305","ostras d","OSTRAS DE 6,5 ","paga","86","20 1 23","7/2/23","enero","₡395","VENADO","97575678bn","₡120.475"
"57c55974-8153-4eca-9d7d-230a7a5200a1",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡503","ostras d","OSTRAS DE 7Cm ","paga","86","20 1 23","7/2/23","enero","₡452","VENADO","97575678bn","₡227.356"
"9da7a10f-7257-45ee-9639-40a0f085af61",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡305","ostras d","Ostras de 8Cm ","paga","86","20 1 23","7/2/23","enero","₡565","VENADO","97575678bn","₡172.325"
"0606657f-e3e7-4594-9bf1-fd61e6011786",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡7.404","enero","","paga","","depuracion","","enero","₡20","","","₡148.080"
"2a22210f-0713-4663-9c7a-de412096a728",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡204","ostras","6.5cm","paga","87","30-1-2023","6/3/23","enero","₡395","VENADO ","94723949 bn","₡80.580"
"8c3839ad-74a4-46a3-9a7e-72bd90718f31",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡567","ostras","7cm","paga","87","30-1-2023","6/3/23","enero","₡452","VENADO ","94723949 bn","₡256.284"
"d2a7c3f4-f721-4183-b6db-cdb51c5871c7",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Alimentación","","","","ENERO","","enero","","","","₡130.605"
"3f192fec-8c64-435e-823e-ad5d51b843fb",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Combustible","","","","ENERO","","enero","","","","₡232.859"
"0649ff88-1a8c-4fa8-9b47-72c43abcd165",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","DEPRECIACION","","","","ENERO","","enero","","","","₡8.835"
"1a4f0ab1-9397-45fd-b6e3-1a062e933639",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Encomiendas","","","","ENERO","","enero","","","","₡8.407"
"6b0f59ab-38cf-4516-be10-6d2e5081e06d",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Mantenimiento de Instalaciones","","","","ENERO","","enero","","","",""
"4210a1a4-c27e-4a58-9f27-23deda34f169",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Mantenimiento de vehículo","","","","ENERO","","enero","","","","₡105.314"
"cdeb26cf-3cec-4fc7-83ec-adf7d8699ab3",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Parqueo","","","","ENERO","","enero","","","","₡884"
"4910f038-d9bb-4353-b1bd-082b9735bb5e",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Poliza Vehicular","","","","ENERO","","enero","","","","₡25.951"
"d07f7986-7c74-4b03-be25-320c6464e6d3",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Riesgos del trabajo","","","","ENERO","","enero","","","","₡3.440"
"2aa2382d-5588-4395-a6da-c4e6b517505d",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Seguro","","","","ENERO","","enero","","","","₡4.746"
"f1c4c8c2-6a02-4254-b3da-a7e06ee90558",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Servicios contables","","","","ENERO","","enero","","","","₡35.000"
"9b8b40b2-060d-4557-8fad-a2d6aa13bfc7",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Sistema de facturación","","","","ENERO","","enero","","","",""
"92d7140a-db8c-405b-b3d4-1623c922a0bb",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Suministros","","","","ENERO","","enero","","","","₡45.575"
"df8c3cdb-f3a6-43d0-b272-8e589c7c27fc",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Suministros de limpieza","","","","ENERO","","enero","","","","₡37.698"
"3e9d9df0-4c2e-4dfc-a2f8-01d16a699dca",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Teléfono","","","","ENERO","","enero","","","","₡19.740"
"a1e6fcce-a7e2-418d-a065-a52378113128",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Uniformes","alimentacion","","","ENERO","","enero","","","",""
"2875ef26-71e3-4779-8cec-10538d8db589",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","combustible","","","","","enero","","","","₡130.605"
"95549371-c4d7-4e78-85fb-8710536b04fa",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","decreciacion","","","","","enero","","","","₡232.859"
"1a3a4c8e-8715-470f-a916-c1c0c713354c",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","encomiendas","","","","","enero","","","","₡8.407"
"66280ee1-1b4f-4013-96a7-cc1bf8a25765",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","mantenimiento de instalaciones","","","","","enero","","","","₡0"
"08fc71e6-4db4-4770-b349-7ad909703943",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","matenimiento de vehiculo","","","","","enero","","","",""
"8d5faddf-513b-4244-a7b2-e18d277fc784",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","parqueo","","","","","enero","","","","₡105.314"
"e05c4f07-5f53-476f-a5aa-ade3f473b334",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","poliza vehicular ","","","","","enero","","","","₡884"
"7fc7322c-769e-4bba-baef-03db16e50773",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","riesgos de trabajo","","","","","enero","","","","₡25.951"
"c7d72328-bd2f-4789-b263-e4947b98c3e0",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","seguro","","","","","enero","","","","₡3.440"
"532f25e7-345a-4657-bae2-c8c18b63cd4c",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","servicios contables ","","","","","enero","","","","₡35.000"
"121e6a85-44e4-41f8-9d6d-f6c00e3fc43c",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","suministros","","","","","enero","","","","₡45.575"
"4b975b62-5bf1-4f21-8ed1-0600ad4414ff",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","suministros de limpieza","","","","","enero","","","","₡37.698"
"e0ed194a-f283-44fa-8054-d2e8d38c0c46",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","telefono","","","","","enero","","","","₡0"
"aeb55337-6056-4305-9415-8b800692e572",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡104","ostras ","6.5cm","paga","88","5-2-23","20/2/23","Febrero","₡395","VENADO","90559717bn","₡41.080"
"d6be511c-fcf3-4d4c-a9fa-52e3e4db33f3",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡378","osttras","7cm","paga","88","5-2-23","20/2/23","Febrero","₡452","VENADO","90559717bn","₡170.856"
"eb77254a-f112-4e00-98f4-56da2f7d6a7d",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡176","ostras ","8cm","paga","88","5-2-23","20/2/23","febrero","₡565","VENADO","90559717bn","₡99.440"
"2433ee57-76b7-44a7-ace2-24ade491133d",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","depuracion","","paga","125548","14-2-23","","febrero","","FUNDA UNA","","₡83.880"
"df08d5ad-c82f-4d24-b1f7-9383b94bc778",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","DEpuracion","","paga","125547","14-2-23","","febrero","","FUNDA UNA","","₡148.080"
"c05941fe-911d-4a0f-91b4-f0a8454a91a5",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡40","ostras ","6cm","paga","44","13-2-23","6/3/23","febrero","₡282","Sindicato","94727637bn","₡11.280"
"7c9fa2b1-3970-4eab-9c87-99ca284562e7",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡205","ostras ","6.5cm","paga","44","13-2-23","6/3/23","febrero","₡395","Sindicato","94727637bn","₡80.975"
"bd07261b-33cb-468a-88a0-af3729fcc8a6",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡998","ostras ","7cm","paga","44","13-2-23","6/3/23","febrero","₡452","Sindicato","94727637bn","₡451.096"
"1ab4119f-8266-4a0a-b6c8-05e5f2c93549",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡397","ostras ","8cm","paga","44","13-2-23","6/3/23","febrero","₡565","Sindicato","94727637bn","₡224.305"
"0917fa53-e64b-4b65-aed3-b727bcfe329f",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡55","ostras ","9cm","paga","44","13-2-23","6/3/23","febrero","₡678","Sindicato","94727637bn","₡37.290"
"1a807cef-fcad-4afd-b375-bf9efe83d3a2",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡65","ostras ","11cm","paga","44","13-2-23","6/3/23","febrero","₡904","Sindicato","94727637bn","₡58.760"
"535178f2-f57d-430b-b161-8f1ca4a48f65",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡30","ostras ","12cm","paga","44","13-2-23","6/3/23","febrero","₡1.017","Sindicato","94727637bn","₡30.510"
"7cbb8a17-da42-437c-9e8c-a6e38593791e",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡353","ostras ","6.5cm","paga","43","13-2-23","20/2/23","febrero","₡395","Sindicato","90577112bn","₡139.435"
"d3fa338e-cd10-472a-bcdc-dc3e3082be77",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡802","ostras ","7cm","paga","43","13-2-23","20/2/23","febrero","₡452","Sindicato","90577112bn","₡362.504"
"1c961f01-d1a4-4fc6-8fef-88289a503687",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡568","ostras ","8cm","paga","43","13-2-23","20/2/23","febrero","₡565","Sindicato","90577112bn","₡320.920"
"9d7602d7-5ae6-4c2d-87f3-362c4a33e815",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡696","ostras ","7cm","paga","45","21-2-23","6/3/23","febrero","₡452","Sindicato","94727637bn","₡314.592"
"63498d35-6f9f-4590-b846-9df24f53f2a5",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡164","ostras ","8cm","paga","45","21-2-23","6/3/23","febrero","₡565","Sindicato","94727637bn","₡92.660"
"096c50de-5eeb-4b5a-bf12-70cce1850a0f",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡403","osttras","7cm","paga","46","21-2-23","13/3/23","febrero","₡452","Sindicato","90841802bn","₡182.156"
"481412cd-3edd-42c6-8644-122dfb4139fa",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡235","ostras ","8cm","paga","46","21-2-23","13/3/23","febrero","₡565","Sindicato","90841802bn","₡132.775"
"b3240b18-7bc7-4ade-aba9-f03e8a4f9ceb",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡205","ostras ","10cm","paga","46","21-2-23","13/3/23","febrero","₡791","Sindicato","90841802bn","₡162.155"
"2138946a-4f4f-42ae-8410-83a9550c50b5",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡555","ostras ","8cm","paga","40","1-2-23","27/2/23","febrero","₡565","sindicato","97005728bn","₡313.575"
"326a9cec-a3df-4eaa-933c-96cf28e1c880",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡54","ostras","9cm","paga","40","1-2-23","27/2/23","febrero","₡678","sindicato","97005728bn","₡36.612"
"d6e614da-1621-443d-bcb1-c5b945d6e24c",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡25","ostras","10cm","paga","40","1-2-23","27/2/23","febrero","₡791","sindicato","97005728bn","₡19.775"
"be126418-b132-4549-a91b-20474bbe3dfa",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡35","ostras","6,5","paga","41","5-2-23","27/2/23","febrero","₡396","sindicato","97005728bn","₡13.843"
"e946bb63-1ee2-4abd-b264-706dca7b9d11",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡425","ostras","7cm","paga","41","5-2-23","27/2/23","febrero","₡452","sindicato","97005728bn","₡192.100"
"1f6a89a6-ecb0-4464-93ae-d5bb97736465",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡855","ostras","8cm","paga","41","5-2-23","27/2/23","febrero","₡565","sindicato","97005728bn","₡483.075"
"9e70dcb4-f6f3-4f36-80c4-4f26cf036eb0",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡894","ostras","7cm","paga","47","27-2-23","13/3/23","febrero","₡452","sindicato","90841802bn","₡404.088"
"ebab83cb-f145-42b6-b81f-f137762d01c8",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡420","ostras","8cm","paga","47","27-2-23","13/3/23","febrero","₡565","sindicato","90841802bn","₡237.300"
"80e7adce-fd3b-4ffd-8845-1d95a943c6f1",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡55","ostras","9cm","paga","47","27-2-23","13/3/23","febrero","₡678","sindicato","90841802bn","₡37.290"
"2675dac1-6f4f-43f4-a0db-ee57f6bb8afe",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡232","ostras","6.5cm","paga","47","27-2-23","13/3/23","febrero","₡396","sindicato","90841802bn","₡91.872"
"40cb0a67-790d-4689-a020-89396f8dc24a",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡152","ostras ","6.5 cm","paga","48","27-2-23","20/3/23","febrero","₡396","sindicato","98217673bn","₡60.116"
"66b24167-c819-4d59-8393-0a7b1c2f533f",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡145","ostras ","7cm","paga","48","27-2-23","20/3/23","febrero","₡452","sindicato","98217673bn","₡65.540"
"76708a53-8681-4f01-a16f-6cae81801242",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡305","ostras ","10cm","paga","48","27-2-23","20/3/23","febrero","₡791","sindicato","98217673bn","₡241.255"
"1ad44880-e8d5-4d58-8973-456401610040",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡45","ostras ","12cm","paga","48","27-2-23","20/3/23","febrero","₡1.017","sindicato","98217673bn","₡45.765"
"b2d97a57-66b3-41e2-9d56-ccea08fad426",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡153","ostras","6,5","paga","42","5-2-23","13/3/23","febrero","₡396","sindicato","90841802bn","₡60.512"
"35633194-896e-486e-8ec8-04c3c31b21f7",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡66","ostras","7cm","paga","42","5-2-23","13/3/23","febrero","₡452","sindicato","90841802bn","₡29.832"
"f7ba6974-d8b7-4a61-bbf0-a809ed1c7d7f",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡154","ostras","8cm","paga","42","5-2-23","13/3/23","febrero","₡565","sindicato","90841802bn","₡87.010"
"447fe764-a3af-4c23-ad7f-f21d50adb210",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡305","ostras","9cm","paga","42","5-2-23","13/3/23","febrero","₡678","sindicato","90841802bn","₡206.790"
"15379d98-1a18-4cf7-ab40-19397c53baa6",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡165","ostras","10cm","paga","42","5-2-23","13/3/23","febrero","₡791","sindicato","90841802bn","₡130.515"
"89840680-e0ee-4293-84ff-4cceedd6691f",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡70","ostras","11cm","paga","42","5-2-23","13/3/23","febrero","₡904","sindicato","90841802bn","₡63.280"
"82cb10c1-534c-428b-bc98-d79100b4c063",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡20","ostras","12cm","paga","42","5-2-23","13/3/23","febrero","₡1.017","sindicato","90841802bn","₡20.340"
"42e4114b-23ad-412d-a617-ae39f6f08cf4",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Alimentación","","","","FEBRERO","","febrero","","","","98341"
"9925ed65-7abe-4e78-b539-41ae054c72d2",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Combustible","","","","FEBRERO","","febrero","","","","271240"
"517cfe08-56d9-4d3e-b8fd-fa6731e9d0ed",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","DEPRECIACION","","","","FEBRERO","","febrero","","","","9615"
"a6f567c2-c000-4ea1-a4db-fb82981fa7b2",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Encomiendas","","","","FEBRERO","","febrero","","","","1769"
"24f16185-bfb4-4db1-91d7-bccc2f463f4b",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Mantenimiento de Instalaciones","","","","FEBRERO","","febrero","","","",""
"4ee18215-3cad-41d7-904a-1346825610e3",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Mantenimiento de vehículo","","","","FEBRERO","","febrero","","","","7156"
"4a74f766-c6ce-44f9-abf7-edbc50b1036a",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Parqueo","","","","FEBRERO","","febrero","","","","796"
"9e67e5bd-5b57-4914-a8ff-1acfa43b5afd",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Poliza Vehicular","","","","FEBRERO","","febrero","","","",""
"61766af1-341c-46ef-85ec-e1c8d892ebb4",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Riesgos del trabajo","","","","FEBRERO","","febrero","","","",""
"f5bb5253-8450-40d7-8fd8-34f461e92140",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Seguro","","","","FEBRERO","","febrero","","","","4742"
"f6d4be05-fc5f-4969-aecf-38f42415a631",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Servicios contables","","","","FEBRERO","","febrero","","","","39823"
"4516158c-4703-490e-9f6d-1de34e3e6fa6",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Sistema de facturación","","","","FEBRERO","","febrero","","","",""
"157f7710-1752-4a19-a042-236c04e45890",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Suministros","","","","FEBRERO","","febrero","","","","72300"
"8aca3140-53cb-4b79-8a46-4b0de75dbd58",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Suministros de limpieza","","","","FEBRERO","","febrero","","","","33818"
"0eb93fd3-9237-4cfa-908b-a8a7815c4421",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Teléfono","","","","FEBRERO","","febrero","","","","14683"
"5f539f5a-7ea5-43bd-9797-3ca05ff65106",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","Uniformes","","","","FEBRERO","","febrero","","","","111000"
"20b71642-78fd-490d-a8dc-b0d9eda40c4a",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"","","","","","","","febrero","","","",""
"d19e59aa-fd2a-4abd-b52c-ca5f603cd293",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡374","ostras","6.5cm","paga","89","2-3-23","20/3/23","Marzo","₡395","VENADO","98219236bn","₡147.730"
"d18cc813-31fd-46bc-bab4-db182f8cd9c0",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡583","ostras","7cm","paga","89","2-3-23","20/3/23","Marzo","₡452","VENADO","98219236bn","₡263.516"
"e407fb8c-034f-42e0-9c0b-0a1facfe781b",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡270","ostras","8cm","paga","89","2-3-23","20/3/23","marzo","₡565","VENADO","98219236bn","₡152.550"
"bade5b6c-6404-4eeb-b537-4002f2b182a3",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡313","ostras","8CM","paga","49","9-3-23","27/3/23","marzo","₡565","Sindicatos","94718941bn","₡176.845"
"46e001cd-2339-4e10-9ecb-122bc28de5fa",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡103","ostras","9CM","paga","49","9-3-23","27/3/23","marzo","₡678","Sindicatos","94718941bn","₡69.834"
"31d333a7-ea9e-494c-bc98-d363a1b92308",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡65","ostras","10CM","paga","49","9-3-23","27/3/23","marzo","₡791","Sindicatos","94718941bn","₡51.415"
"fca8b3e9-152c-44d1-86d4-cc99acb64929",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡743","ostras","7cm ","paga","51","10-3-23","27/3/23","marzo","₡452","Sindicatos","94718941bn","₡335.836"
"24e8a751-a541-4086-8680-b566c9044c89",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡309","ostras","8cm ","paga","51","10-3-23","27/3/23","marzo","₡565","Sindicatos","94718941bn","₡174.585"
"cb939eed-ef21-4aea-8671-eae3e88ea669",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡126","ostras","9cm ","paga","51","10-3-23","27/3/23","marzo","₡678","Sindicatos","94718941bn","₡85.428"
"cd42c325-9fa1-4df6-bec1-ce89039e12a8",1732753037000,"{""changes"":[],""sync_id"":22874404}",28,"₡44","ostras","10cm ","paga","51","10-3-23","27/3/23","marzo","₡791","Sindicatos","94718941bn","₡34.804"
