"_airbyte_raw_id","_airbyte_extracted_at","_airbyte_meta","_airbyte_generation_id","activo","ano_de_adquisicion","cantidad_","costo","fuente_de_financiamiento","tipo","total"
"e1ca7eff-ffec-4e62-aaea-6991c08246a6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Escritorio","","15","₡75,000.00","Donación empresarial","Mobiliario","₡1,125,000.00"
"3920e0ae-665e-4e86-a25b-157a3f6159b8",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Impresora","2023","3","₡250,000.00","Recursos propios","Equipo tecnológico","₡750,000.00"
"f87554bf-426c-41ff-9000-ed8f9b37c05c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Proyector","2020","5","₡300,000.00","Presupuesto estatal","Equipo tecnológico","₡1,500,000.00"
"d7e0de4d-90a3-4624-bda5-56d761ef669f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sillas","2019","20","₡25,000.00","Donación particular","Mobiliario","₡500,000.00"
"54fedb6a-8794-45d3-a035-f3175cb8abe4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Aire acondicionado","","2","₡600,000.00","","Equipamiento","₡1,200,000.00"
"a4fbf717-f119-4009-a99e-a1e72d3d50c4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Vehículo","2021","1","₡7,500,000.00","Presupuesto anual","Transporte","₡7,500,000.00"
"3e676e56-c0a9-41eb-bf25-e6f6832ea2b6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Estantería","2018","10","₡50,000.00","Donación empresarial","Mobiliario","₡500,000.00"
"819d431c-2faf-4303-bb3c-5a3588e29d31",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cámara de seguridad","","8","₡120,000.00","Presupuesto anual","Equipo tecnológico","₡960,000.00"
"6c3b4312-f2ff-45f8-86e0-eace9adc488a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Televisor","2023","2","₡400,000.00","Recursos propios","Equipo tecnológico","₡800,000.00"
"bf3a7649-631c-4596-b92a-7bf0050581a1",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Camara de Refrigeracion","2022","1","₡350,000.00","Recursos Propios","Equipamiento","₡350,000.00"
"3422aa0e-c58c-4d0e-846e-386ce754e9d3",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Congelador Industrial","2021","","₡450,000.00","Donación Empresarial","Equipamiento","₡950,000.00"
"4111a3d5-bcbd-46c1-b934-737fd337cee4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Termo de Insulación","2020","5","₡15,000.00","Presupuesto eww","Insumos","₡75,000.00"
"9fbf1467-b817-461d-bdc1-f3c60db1de06",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Hielera Grande","","3","₡50,000.00","Recursos Propios","Equipamiento","₡150,000.00"
"45168d84-30e1-41a6-8e97-97271667d097",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Malla para Empaque","2022","100","₡300.00","Efectivo","Insumos","₡30,000.00"
"ffef4652-96df-4c2c-8734-88ec16900bcc",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Despachador de Hielo","2023","","₡100,000.00","Donación Particular","Equipamiento","₡100,000.00"
"565adc45-4b1e-4b21-85cf-4f5ab69625fd",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sistema de Refrigeración de Aire","2022","1","₡200,000.00","Efectivo","Equipos de Refrigeración","₡200,000.00"
"12678a3b-8b5f-4a8d-9ab1-c179113cccfd",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Caja Térmica","2020","20","₡3,500.00","","Equipamiento","₡70,000.00"
"60e6a75b-3c63-4067-b9ae-f86ddf64dd6d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Carro de Transporte de Mariscos","2021","2","₡150,000.00","Presupuesto Anual","","₡300,000.00"
"9fdda920-a421-4992-a172-00939b9a13e1",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sistema de Filtrado de Agua","2021","1","₡80,000.00","","Equipos de Filtración","₡80,000.00"
"0acbeeda-fa77-4ee9-9704-807e6ecd9a04",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Balanza Digital","","5","₡25,000.00","Efectivo","Herramientas","₡125,000.00"
"7a9d1116-698d-4e73-be56-00b011fa949f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Estante Metálico","2022","10","₡40,000.00","Donación Empresarial","Mobiliario","₡400,000.00"
"0090cdb5-7f80-4dde-983c-b511a183494b",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Mesa de Trabajo","2020","3","₡45,000.00","","Mobiliario","₡135,000.00"
"e6680975-9522-4ffe-ad0f-9ec0449d1d25",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cajón para Almacenaje","2021","50","₡2,500.00","Recursos Propios","Mobiliario","₡125,000.00"
"9b1f59fb-efd1-4d95-bcc4-87e63ff6b8f6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Equipos de Seguridad (Cámaras)","","10","₡120,000.00","","Equipamiento de Seguridad","₡1,200,000.00"
"93fdab32-4575-4953-8a3a-9b2c5fb68b65",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Contenedores Plásticos","2020","100","₡1,000.00","Efectivo","Material de Almacenaje","₡100,000.00"
"ed088a7d-d70e-4bf8-b685-98640cbb7f06",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Guantes de Seguridad","2023","200","₡500.00","Presupuesto Anual","Insumos de Seguridad","₡100,000.00"
"85919a67-e9cb-4b1c-a9a7-03591705d5cf",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Vehículo de Reparto","2021","1","₡8,000,000.00","","Transporte","₡8,000,000.00"
"b57256ff-27b2-4325-9369-d63ca194ee30",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Carro para Almacenaje de Mariscos","2020","5","₡10,000.00","Efectivo","Equipamiento","₡50,000.00"
"d62cde82-f63d-4e11-a54b-9cb27f44a228",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Almacén Modular","2022","","₡250,000.00","s","Mobiliario","₡500,000.00"
"e3055fea-7ce6-478f-92f2-a8b85efbc78f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Generador Eléctrico","2023","1","₡1,200,000.00","Recursos Propios","Equipos de Energía","₡1,200,000.00"
"4e19713d-72a1-48e9-97bf-908a790271e0",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Recolector de Desperdicios","2022","1","₡350,000.00","Presupuesto Anual","Equipos de Limpieza","₡350,000.00"
"c878ac08-d1fa-44c4-b2d0-0a61432f18f2",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sillas de Oficina","2021","15","₡15,000.00","Recursos Propios","Mobiliario","₡225,000.00"
"3f04a6e6-2b22-42f6-ac9a-e06b55ce7fa2",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Paneles de Publicidad","2020","10","₡30,000.00","Donación Particular","Publicidad","₡300,000.00"
"0ef5399a-573d-48be-a5ea-4caf0e679c2c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Vehículo Repartidor","2023","2","₡6,000,000.00","Presupuesto Anual","Transporte","₡12,000,000.00"
"ccf7aed5-d593-4915-9abf-acac47ba516a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Material de Embalaje","","500","₡200.00","Efectivo","Insumos","₡100,000.00"
"ceb81b89-0430-4392-9c94-7917a846e655",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Báscula para Control de Peso","2021","","₡120,000.00","Recursos Propios","Herramientas","₡120,000.00"
"be4ae6a3-2505-4941-8ec3-bbda17e230e9",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Camiones para Distribución","2020","1","₡10,000,000.00","Donación Empresarial","Transporte","₡10,000,000.00"
"5ffde053-1eee-4e77-99c5-0ab50a80691f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sistema de Monitoreo Remoto","2022","1","₡500,000.00","Efectivo","Equipos de Seguridad","₡500,000.00"
"e87985b4-52bc-4307-ad74-f17151b48b71",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Almacen de Mariscos Congelados","","1","₡800,000.00","Recursos Propios","Almacenamiento Congelado","₡800,000.00"
"28b11b9a-4861-4cf2-b547-68fc9ef1d5c2",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Refrigerador Industrial","2022","2","₡600,000.00","Recursos Propios","Equipamiento","₡1,200,000.00"
"1aeaf8b9-e19a-4f0a-a052-7524193910d6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Camara Congeladora","2021","1","₡350,000.00","Presupuesto Anual","Equipamiento","₡350,000.00"
"01e95489-3f9a-422d-aa0e-3e1750958155",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Ventilador Industrial","2020","3","₡50,000.00","Efectivo","Equipamiento","₡150,000.00"
"d46086b8-7694-4c6c-a2b9-8eaad083f873",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Hieleras Portatiles","2022","4","₡40,000.00","Recursos Propios","Equipos de Almacenaje","₡160,000.00"
"b39900c4-e5d2-4089-a95e-71c74b7e3221",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cajones Plásticos","2023","20","₡3,000.00","Donación Particular","Material de Almacenaje","₡60,000.00"
"97a77ebb-848e-4ded-831e-4387dca0a59c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Recipientes Térmicos","","10","₡8,000.00","Efectivo","Equipos de Almacenaje","₡80,000.00"
"72a18a18-3598-4168-8677-0f737015df86",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cámaras de Seguridad","2022","6","₡120,000.00","Recursos Propios","Equipamiento de Seguridad","₡720,000.00"
"0f8c05fd-f22d-4ddb-a731-b0c520a02c09",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Contenedores de Hielo","2020","15","₡2,500.00","Donación Empresarial","Insumos","₡37,500.00"
"e0ad2b18-cbb6-43ef-bdd2-ec2b7f6fc6b3",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Estantes para Almacenaje","2021","5","₡25,000.00","Presupuesto Anual","Mobiliario","₡125,000.00"
"c0f79e84-a863-482a-90d5-b6a1f750f148",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Balanza para Pesaje","2022","2","₡40,000.00","Recursos Propios","Herramientas","₡80,000.00"
"89fa63c0-d1ba-4397-ac56-632ab69a3f23",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Carro de Reparto","2021","","₡7,000,000.00","Efectivo","Transporte","₡7,000,000.00"
"ed92f9aa-4933-4872-ad12-d75b13fc6a62",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Refrigeradora para Mariscos","2022","1","₡500,000.00","Recursos Propios","Equipamiento","₡500,000.00"
"05ba18f2-d035-4e7e-98ae-3b188a7a541c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Caja para Almacenaje","2020","30","₡2,000.00","Donación Particular","Material de Almacenaje","₡60,000.00"
"3337a8d9-960e-4181-965d-f94d20da855c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Mesas de Trabajo","2022","3","₡25,000.00","Presupuesto Anual","Mobiliario","₡75,000.00"
"ed79e57e-1306-4fb7-a685-d90b880349f2",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Aire Acondicionado Industrial","2023","1","₡1,500,000.00","Recursos Propios","Equipamiento","₡1,500,000.00"
"8d69b66b-e9a8-43be-acdd-48149479fc06",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Teléfono de Oficina","2021","5","₡8,000.00","Efectivo","Equipos de Oficina","₡40,000.00"
"b8e635d0-d24e-43c6-ad20-d91b971b425b",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Herramientas de Limpieza","2020","50","₡1,000.00","Donación Empresarial","Material de Limpieza","₡50,000.00"
"4f6c00de-7f11-4513-aff2-4342ec44f977",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Vehículo de Transporte","","","₡8,500,000.00","Recursos Propios","Transporte","₡8,500,000.00"
"6c674f89-3d30-4609-b7a0-73f0a6cb2994",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Lámparas para Iluminación","2020","20","₡1,500.00","Efectivo","Iluminación","₡30,000.00"
"baf92b3d-f887-44e2-a49c-76618e46d527",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sillas para Oficina","2021","10","₡12,000.00","Donación Particular","Mobiliario","₡120,000.00"
"9fff9d17-c459-417a-8902-7747f49ffa39",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Proyector de Oficina","","1","₡150,000.00","Recursos Propios","Equipos Audiovisuales","₡150,000.00"
"a9799a6f-e247-4656-b438-d9d49c2497a3",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cinta para Embalaje","2020","200","₡500.00","Donación Empresarial","Insumos de Embalaje","₡100,000.00"
"c8712202-476e-477f-bc72-8c6309e25be0",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Estructura Metálica","2021","10","₡25,000.00","Presupuesto Anual","Mobiliario","₡250,000.00"
"911549e4-5c4c-459f-94e0-f7c3cd3c3286",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Ventiladores para Oficina","2022","3","₡15,000.00","Efectivo","Equipos de Oficina","₡45,000.00"
"131364bc-f0c7-495e-b434-2ac3fc7f8b7f",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Caja de Almacenaje Metálica","2022","15","₡8,000.00","Donación Empresarial","Material de Almacenaje","₡120,000.00"
"06b7c1c1-2998-491c-8a57-f7a4d014bd39",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Generador Eléctrico","2022","1","₡1,000,000.00","Recursos Propios","Equipos de Energía","₡1,000,000.00"
"c31b5396-aecc-42d4-b4b6-410795bdd63d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Equipo de Monitoreo","2023","1","₡350,000.00","Efectivo","Equipos de Seguridad","₡350,000.00"
"dc55599a-9f0e-41ff-bca1-d4de9c7bc74c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Caja Fuerte","2021","2","₡100,000.00","Recursos Propios","Mobiliario","₡200,000.00"
"43d1ebde-17c0-49fe-8c07-d91e133d5cb4",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Carro para Almacenaje de Mariscos","2020","3","₡5,000.00","Efectivo","Equipos de Almacenaje","₡15,000.00"
"c7d231bb-e057-432f-8bfb-133e9ddff85d",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cajas de Cartón para Embalaje","2023","100","₡300.00","Presupuesto Anual","Insumos de Embalaje","₡30,000.00"
"d9bce45f-ca6c-4866-b7c7-19023da3c92a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Sillas de Oficina Giratorias","2022","10","₡18,000.00","Donación Particular","Mobiliario","₡180,000.00"
"bd145425-41fe-4d7e-890f-fff99ce30616",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Calculadora Científica","2021","3","₡10,000.00","Recursos Propios","Equipos de Oficina","₡30,000.00"
"035eb520-d9d1-46a8-bc19-ab9f66d3fcaa",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Básculas para Pesaje","","","₡25,000.00","Efectivo","Herramientas","₡50,000.00"
"c84edca9-ef84-488e-8eed-a34d59cc62fb",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Impresora Multifuncional","2023","1","₡300,000.00","Recursos Propios","Equipos de Oficina","₡300,000.00"
"6eec33f8-11fd-4bf2-a962-95d8d40d71bf",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Suministros de Oficina","","50","₡1,000.00","Donación Empresarial","Material de Oficina","₡50,000.00"
"801f614d-8e25-4aa5-bf07-9ef2c4b8d1d2",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Muebles de Oficina","2021","","₡45,000.00","Presupuesto Anual","Mobiliario","₡225,000.00"
"1a27c2a6-9587-4f8a-a84d-745c07bb5474",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Botiquín de Primeros Auxilios","2022","2","₡10,000.00","Efectivo","Equipos de Seguridad","₡20,000.00"
"b8282665-aa88-4972-a1be-0a771be702fe",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Tóner de Impresora","2023","20","₡5,000.00","Recursos Propios","Suministros","₡100,000.00"
"3d2ddfcf-38e5-4066-85f9-eaf529c6fc25",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Soportes Metálicos para Cajas","2022","15","₡3,500.00","Donación Particular","Equipos de Almacenaje","₡52,500.00"
"e6252a46-935d-4d2c-b8bb-55baec7f9c42",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Equipos de Teleconferencia","2021","1","₡150,000.00","Recursos Propios","Equipos de Oficina","₡150,000.00"
"18fee9be-1726-4f03-b088-5a5312f3c3ec",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Trampa para Insectos","2022","10","₡3,000.00","Efectivo","Equipos de Limpieza","₡30,000.00"
"83ca51b0-85ce-40bd-9a4c-512cfeb405a6",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Cinta Medica","2023","100","₡100.00","Donación Empresarial","Insumos de Seguridad","₡10,000.00"
"cb5afec3-d2f4-47bd-8587-17ad7b011fa8",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Asientos para Área de Reparto","2022","20","₡12,000.00","Recursos Propios","Mobiliario","₡240,000.00"
"0d6ac20d-2d23-47b9-8111-5fef4599c699",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Estantería para Oficina","2020","3","₡40,000.00","Presupuesto Anual","Mobiliario","₡120,000.00"
"bdf4c083-1d35-4016-ae49-6782cbeeaa6a",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Accesorios de Oficina","","200","₡500.00","Recursos Propios","Suministros","₡100,000.00"
"0179ecc2-0bc0-4205-9a04-7125bc594eda",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Lentes de Seguridad","2021","50","₡2,000.00","Donación Empresarial","Equipos de Seguridad","₡100,000.00"
"9077a104-1f2f-445b-b40b-14950eda4684",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Celular para la Oficina","","2","₡30,000.00","Efectivo","Equipos de Oficina","₡60,000.00"
"1d8a6389-ed1d-4ea5-9d7a-cfa6f7b37913",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Estufa para la Oficina","2023","1","₡150,000.00","Recursos Propios","Equipos de Oficina","₡150,000.00"
"45b14258-f837-44af-9d32-dc64b305250c",1732753043000,"{""changes"":[],""sync_id"":22874404}",28,"Camisetas para Personal","2022","30","₡1,000.00","Efect","Ropa de Trabajo","₡30,000.00"
